,Year,Month,State,Basin,Field,Well,Environment,Installation,Oil (m³),Condensate oil (m³),Associated petroleum gas (Mm³),Non-associated petroleum gas (Mm³),Water (m³),Gas injection (Mm³),Secondary recovery water injection (m³),Wastewater injection (m³),CO2 injection (Mm³),Nitrogen injection (Mm³),Steam injection (t),Polymer injection (m³),Others fluids injection (m³)
403744,1999,12,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,Nan,Nan,2098,Nan,4482,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
403745,1999,12,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
403832,2000,1,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,11264,Nan,2461.042,Nan,57.7,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
403833,2000,1,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,12970,Nan,2046.958,Nan,12382.5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
404486,2000,1,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1016.8,Nan,4683,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
404487,2000,1,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,801.2,Nan,3514,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
404488,2000,1,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,399.7,Nan,1354,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
404489,2000,1,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3811,Nan,14936,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
404490,2000,1,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,2013.6,Nan,4260,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
404491,2000,1,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1019.7,Nan,5094,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
404579,2000,2,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,16604.3,Nan,3514.4516,Nan,1077.5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
404580,2000,2,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,11794.7,Nan,1743.5484,Nan,13469.8,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405234,2000,2,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1726.6,Nan,8248,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405235,2000,2,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1132.3,Nan,5048,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405236,2000,2,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,751.4,Nan,2218,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405237,2000,2,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3726.5,Nan,14079,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405238,2000,2,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1743.4,Nan,3757,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405239,2000,2,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,845.8,Nan,4296,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405327,2000,3,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,18295.6,Nan,3551.92,Nan,177.7,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405328,2000,3,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,11189.4,Nan,1540.08,Nan,13665.2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405993,2000,3,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1147.6,Nan,5532,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405994,2000,3,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,394.4,Nan,1814,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405995,2000,3,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1452.2,Nan,4422,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405996,2000,3,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1840,Nan,6232,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405997,2000,3,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1634.1,Nan,3428,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
405998,2000,3,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,603.7,Nan,3104,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
406086,2000,4,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,22278,Nan,4179.9673,Nan,1.4,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
406087,2000,4,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,8807,Nan,1385.0327,Nan,15507.3,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
406753,2000,4,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,382.8,Nan,1847,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
406754,2000,4,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
406755,2000,4,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,385.5,Nan,1135,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
406756,2000,4,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3421.4,Nan,13194,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
406757,2000,4,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1645.4,Nan,3602,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
406758,2000,4,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,824.9,Nan,4043,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
406847,2000,5,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,23003.6,Nan,4050.1115,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
406848,2000,5,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,6928.4,Nan,1495.8885,Nan,12809.7,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
407516,2000,5,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1113.9,Nan,4664,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
407517,2000,5,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
407518,2000,5,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1036.4,Nan,3267,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
407519,2000,5,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3583.7,Nan,13472,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
407520,2000,5,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1926.8,Nan,3909,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
407521,2000,5,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,921.2,Nan,4294,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
407615,2000,6,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,19534,Nan,3565.7084,Nan,361.5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
407616,2000,6,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,6098,Nan,1368.2916,Nan,12665.9,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
408284,2000,6,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
408285,2000,6,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
408286,2000,6,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,349.5,Nan,1216,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
408287,2000,6,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3455.9,Nan,13906,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
408288,2000,6,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1695.3,Nan,3688,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
408289,2000,6,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,957.3,Nan,4930,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
408385,2000,7,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,17912.3,Nan,3189.254,Nan,1253.1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
408386,2000,7,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,5153.7,Nan,1135.746,Nan,10759.8,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409065,2000,7,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409066,2000,7,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409067,2000,7,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,434.8,Nan,1565,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409068,2000,7,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3755.1,Nan,15080,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409069,2000,7,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1808.8,Nan,3922,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409070,2000,7,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1039.3,Nan,5310,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409166,2000,8,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,14819,Nan,2275,Nan,1481.9,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409167,2000,8,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409858,2000,8,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409859,2000,8,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409860,2000,8,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,389.9,Nan,1308,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409861,2000,8,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3603.5,Nan,14530,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409862,2000,8,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1687,Nan,3664,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409863,2000,8,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,997.6,Nan,5120,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409946,2000,9,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,13582,Nan,2687,Nan,1358.2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
409947,2000,9,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
410641,2000,9,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
410642,2000,9,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
410643,2000,9,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,431.5,Nan,1276,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
410644,2000,9,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3428.3,Nan,13459,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
410645,2000,9,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1734.5,Nan,3607,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
410646,2000,9,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,979.7,Nan,4802,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
410731,2000,10,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,12705,Nan,2562,Nan,2889.8,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
410732,2000,10,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
411424,2000,10,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
411425,2000,10,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
411426,2000,10,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,525,Nan,1835,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
411427,2000,10,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3421,Nan,13826,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
411428,2000,10,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1718.1,Nan,3763,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
411429,2000,10,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,997.9,Nan,5151,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
411515,2000,11,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,11552,Nan,2332,Nan,2364.7,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
411516,2000,11,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
412210,2000,11,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
412211,2000,11,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
412212,2000,11,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1560,Nan,5531,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
412213,2000,11,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3576.5,Nan,13958,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
412214,2000,11,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1471.7,Nan,3135,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
412215,2000,11,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,849.8,Nan,4267,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
412302,2000,12,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,10369,Nan,2122,Nan,2121.9,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
412303,2000,12,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413002,2000,12,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413003,2000,12,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413004,2000,12,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1604.2,Nan,5080,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413005,2000,12,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3285.1,Nan,12085,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413006,2000,12,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1853.2,Nan,3650,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413007,2000,12,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1074.5,Nan,4988,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413094,2001,1,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,9597,Nan,2148,Nan,1964.1,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413095,2001,1,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413792,2001,1,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413793,2001,1,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413794,2001,1,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,809.3,Nan,2780,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413795,2001,1,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,4061.1,Nan,14617,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413796,2001,1,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1842.4,Nan,3644,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413797,2001,1,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1053.2,Nan,4893,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413884,2001,2,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,7977,Nan,1602,Nan,1632.2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
413885,2001,2,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
414572,2001,2,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
414573,2001,2,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
414574,2001,2,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1463.5,Nan,4941,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
414575,2001,2,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3451.7,Nan,12885,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
414576,2001,2,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1668.8,Nan,3405,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
414577,2001,2,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,963,Nan,4628,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
414664,2001,3,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,9544,Nan,1816.5823,Nan,3169,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
414665,2001,3,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,2788,Nan,689.4177,Nan,4358.2,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
415356,2001,3,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
415357,2001,3,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
415358,2001,3,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1578.8,Nan,6249,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
415359,2001,3,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3779.6,Nan,15867,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
415360,2001,3,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1607.9,Nan,3658,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
415361,2001,3,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,786.7,Nan,4172,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
415449,2001,4,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,7359.4,Nan,1868.8527,Nan,10738,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
415450,2001,4,SP,Santos,CARAVELA,3-CRV-1-PRS,Sea,Nan,7481.6,Nan,1641.1473,Nan,3846.5,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
416133,2001,4,SP,Santos,MERLUZA,7-MLZ-1D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
416134,2001,4,SP,Santos,MERLUZA,7-MLZ-2D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
416135,2001,4,SP,Santos,MERLUZA,7-MLZ-3D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,902.9,Nan,3437,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
416136,2001,4,SP,Santos,MERLUZA,7-MLZ-4D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,3686.7,Nan,15955,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
416137,2001,4,SP,Santos,MERLUZA,7-MLZ-5D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,1396,Nan,3234,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
416138,2001,4,SP,Santos,MERLUZA,7-MLZ-6D-SPS,Sea,PLATAFORMA DE MERLUZA,Nan,163.4,Nan,820,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
416222,2001,5,SP,Santos,CARAVELA,1-BSS-64-PRS,Sea,Nan,13154.6,Nan,4079.8946,Nan,13885,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
